71,63189573479981
82,97981543141805
46,265406524996564
82,50939566879221
39,555882240730824
33,87709557598685
80,73634659293594
119,89766811886811
134,3802586487462
195,99770029810597
102,49658713905708
76,8582632533216
41,46713347511634
68,69210542386325
109,62863224848748
71,63189573479981
51,47524945821366
128,70025014307052
196,6020567271055
70,87967515763489
204,75178484697983
12,821477985878772
88,70993590649323
71,93700918159226
21,481600627631202
48,32667838805322
38,073943728389516
90,05672338777678
10,397724160248524
12,622012307986347
263,9548007713787
310,97634860602255
12,821477985878772
34,17521006412175
131,3460677331393
22,77148649773556
47,71092321662323
41,9247619789082
33,107913166910286
12,821477985878772
29,107656266311245
16,209452084522894
28,762235671141806
70,08265025406865
44,74645424088128
34,309801269363355
19,593203412828558
167,31799742858934
170,08751242057542
89,06689431093004
29,107656266311245
14,848655824553145
0
44,15789127788739
42,38574549995187
29,54667522405844
0
0
63,32739467169602
71,89672056941893
47,71092321662323
29,107656266311245
97,64017309277739
22,34376758933399
138,22365475900637
42,3372377000874
83,37973588898119
47,623581577886036
16,79692369864545
27,421507188094314
20,958620550884316
25,293702052676675
4,259072463248045
50,43084915233209
12,821477985878772
181,7934493865878
153,47174190151296
70,87967515763489
12,482205979457373
109,00185217160818
39,73276774557236
10,550531951753994
111,5360515928278
167,31799742858934
78,35200452276725
74,1315536668834
82,97981543141805
24,831811108019416
71,93700918159226
61,51320519052053
29,107656266311245
59,401170071067334
10,224038453406138
47,71092321662323
80,38724769378426
55,550975640266934
37,08356812021359
36,56142777291906
46,964106091979296
118,63402192573318
29,336169108598114
204,7807569591276
112,84318456184666
82,2717327583491
12,482205979457373
37,18786160152905
61,24419953830046
31,057288725871658
10,224038453406138
119,57659267306423
70,08265025406865
50,436701595490696
71,77442415502514
135,09417687956073
65,3451971185495
42,38574549995187
80,13518910600968
86,29765178596519
83,9274513313314
102,68134425015072
38,695231537785766
26,00022232023178
47,78435851392612
53,49738868861212
56,96735511664072
21,481600627631202
92,12160414636165
82,50939566879221
77,5128254475904
68,03688236366258
39,555882240730824
48,58905502339941
90,54540630648826
132,8685967260278
52,614894560024666
48,58905502339941
47,78435851392612
47,71092321662323
24,880761477206228
12,821477985878772
21,168090933863507
33,50697292543075
18,687044876536987
61,705572209227874
67,94553627770544
65,80835619274852
116,73225780614811
14,968614682530255
20,903555533893638
61,541444271564174
168,00304129309745
89,33505195926605
54,954195238253725
182,11893694951655
17,13359150533376
29,411437852193362
77,64315805031623
109,00185217160818
48,58905502339941
77,72187869770431
27,600387300104835
55,80192619002686
140,74943438923958
29,107656266311245
154,27652205205632
29,411437852193362
170,23946419720517
119,41817769344459
18,345440983177948
91,08303992197189
55,94202885726375
48,58905502339941
82,97981543141805
45,89303081451912
181,04451666963047
68,69210542386325
95,61918742670322
42,38574549995187
98,92108373653329
77,72187869770431
48,58905502339941
80,38724769378426
60,861720331172414
171,8845813321515
274,131062202309
65,3451971185495
6,314051481588006
21,481600627631202
44,11891299253391
60,861720331172414
84,72422037972696
31,759188049077693
10,224038453406138
63,86923556093806
219,28257879203488
196,6020567271055
71,63189573479981
167,31799742858934
81,17473633062009
75,36344024092665
66,26245991623668
96,2309471291222
77,72187869770431
67,15854881046444
177,42232240506385
287,03591350964194
47,78435851392612
29,107656266311245
67,2632243251289
82,2717327583491
10,107090245554685
72,60660722104738
46,964106091979296
29,411437852193362
170,74073333714193
58,8261302524664
48,18227920686867
193,24570879540536
138,77782219870704
205,93665636456953
47,71092321662323
196,6020567271055
47,78435851392612
140,67290463034914
67,69806328482238
280,17126738314516
118,02628460126748
82,01432495958534
321,01723885468346
93,34739827424912
190,38629874233845
89,06689431093004
33,1901533491669
80,27108818667917
48,58905502339941
47,78435851392612
203,2282759683806
61,8212654734282
55,74491824015512
12,628884330259101
88,35873739619913
35,84487191276466
38,814527032991464
168,00304129309745
91,08303992197189
100,7463843396385
43,59773165628154
126,98034538698938
196,6020567271055
70,08265025406865
75,8940309601692
18,795433995543416
170,35000683930087
58,80883978127997
0
19,13738056517477
34,82436308655768
43,67743718207446
44,912345741005026
43,420163212272534
12,821477985878772
104,75552442154057
44,310718190456214
80,13518910600968
47,78435851392612
28,783856520963973
0
94,97418419583414
25,947026769178166
12,821477985878772
129,5181750434827
75,8940309601692
71,89672056941893
100,06032995071071
68,69210542386325
61,60807998786898
44,912345741005026
91,83002152639061
148,34106057804
177,9015270819623
185,24673646728684
64,39496095351274
102,08605473275212
48,46485084794813
71,44800849769075
21,396825708030928
33,107913166910286
196,6020567271055
46,265406524996564
64,23442210505249
170,82237730827902
47,78435851392612
220,90056852400227
171,8845813321515
77,64315805031623
168,65626220966394
29,107656266311245
51,622851888357864
207,029326904591
284,45390657709925
83,40049102607921
65,3451971185495
240,15560012099593
117,94499999454622
55,481869756169196
149,69128053699046
29,120355838425816
182,9849148087516
104,80697481438042
97,45399704137043
109,00185217160818
194,5123329565538
158,741892739751
40,918770978708196
48,01020185783188
47,78435851392612
78,3830581028804
81,67888138586798
60,861720331172414
24,896189534616123
88,57462226303767
47,78435851392612
68,56506761979949
92,3052933332402
30,649566950550465
77,23239779182107
102,68134425015072
117,8245999238343
8,341314912556918
203,45042765570494
217,17694689674607
70,08265025406865
93,06822070581387
56,96735511664072
101,45943307803499
267,16197766084036
48,18227920686867
195,99770029810597
63,16981706708202
50,55489871663738
82,46055779396445
29,107656266311245
125,791049460171
91,58967840962026
62,7488605899011
110,72282671948744
19,197940265826517
94,58433571443061
128,97529305910686
70,08265025406865
189,15046494379604
30,23843559176928
83,4710594520459
40,58891860413698
