0
9,256448872572737
0
37,038934940154434
15,847537167250977
181,04451666963047
43,420163212272534
6,322557812695454
95,85710237952686
87,59834496945959
71,63189573479981
46,265406524996564
47,78435851392612
90,05672338777677
170,7407333371419
101,2949946037214
93,9292153986375
47,78435851392612
45,94606106406374
0
60,71819364889622
82,12075902282507
57,473394217053325
84,72422037972696
84,69118708479506
90,05672338777677
56,43336165936687
161,1625385639188
155,853396543197
43,633316779369366
8,402163049769277
284,3357810626086
86,5471279771561
49,56351982004071
71,63189573479981
177,42232240506385
76,84069391604638
41,85241410538525
58,09764574547998
174,13713820542054
99,61241568669779
283,1934659814722
0
68,69210542386325
70,87967515763489
208,23828087799097
146,52639310166106
129,4736100368911
229,68432069895675
250,81855561411868
233,38423376251228
222,87405554667728
169,82635101755469
75,49286399668999
134,22811229808292
122,26116076894722
255,79180545283944
149,69128053699046
204,6134056422871
284,78776993830525
345,6220038301317
23,356530466868566
60,861720331172414
165,55187702855156
96,80893377215263
191,15075868092845
263,3260737011488
44,43408400574444
8,576397121865055
70,84802785796543
82,63301122271018
82,12075902282507
218,87405554667728
86,52532971254503
81,32776967592548
283,1934659814722
30,151669847796285
142,09988350352953
71,63189573479981
57,19880724200967
95,3537046291104
168,00304129309743
68,69210542386325
35,799296300439764
6,444641354205738
190,8154326129198
119,48392267030624
29,305276851084795
65,3451971185495
110,46657317297691
180,7497681106437
223,4284585425323
88,83446997650844
78,54146794629251
29,657337974648875
60,861720331172414
55,830120973177586
85,2823618780708
27,54256158150223
123,80551814729016
43,59773165628153
119,41817769344462
159,4391740907659
56,23076871421208
48,58905502339941
86,5471279771561
34,42336785316434
42,16970719420547
56,21059330751572
73,40634182405178
85,2823618780708
52,74974048103667
86,20190179830645
123,80551814729016
204,75178484697983
78,91647295173104
76,77280948099221
88,52076090038096
108,06306072585672
2,5106855999218367
26,3399781629062
98,12682304156321
80,28979849112773
97,68567883376046
42,89747687455762
101,92337668493383
29,305276851084795
12,821477985878774
48,5023626614726
56,19093888728822
95,85710237952686
59,31094942144351
108,70070343687527
134,3802586487462
104,2949578411414
55,830120973177586
24,023808564205865
14,514815466533422
84,11303575913323
78,39912469803909
85,2823618780708
45,88472849877618
12,821477985878774
38,51750422298022
52,183922452256816
105,21959562294278
41,792488342218135
44,912345741005026
52,203713563096024
154,2765220520563
40,76387461795342
77,64315805031623
53,49738868861212
48,58905502339941
132,57561955620892
71,63189573479981
20,646710819126866
0
78,39912469803909
51,649527366431855
88,52076090038096
48,18227920686868
69,00733663974076
24,952905629457497
64,09916198613014
24,755146912696453
84,77234936225358
55,830120973177586
29,107656266311245
85,2823618780708
70,87967515763489
46,26396159689447
58,06455544952963
31,653729438367034
55,830120973177586
56,19093888728822
76,09244161785482
153,64861651206317
26,653686511656275
14,61137165282211
105,21959562294278
80,92459530656863
48,58905502339941
84,57240186662955
142,00488195715073
95,3537046291104
66,17358789952019
85,89123990819138
46,265406524996564
121,02225808810003
0
101,12981498692473
103,55291610952013
50,781337727462734
56,21004505689847
66,01257399241264
83,09045834149889
91,88858473591496
120,600872991289
23,356530466868566
104,43870911188057
41,44495552824618
41,51445121230392
149,4127587329994
134,3802586487462
39,555882240730824
149,20282743137108
56,23076871421208
47,78435851392612
0
47,12302560668964
168,65626220966394
277,9659664198427
19,519963894128225
88,83446997650844
130,45877704718927
27,01793249575955
8,402163049769277
37,17574048172354
6,444641354205738
134,7026954634287
111,55183250717617
40,15211491553444
64,77598821508477
87,76426483350271
246,0758915138292
27,24778912382432
38,136195360476236
155,86919367980354
14,514815466533422
190,28447234563842
52,65034527802301
71,67792644330405
29,107656266311245
48,58905502339941
89,75802868039403
59,518916490284525
14,65401754979365
145,57895707904797
34,242281526549455
182,10577211361635
128,97529305910686
46,343711874338624
167,31799742858934
31,150024622248228
88,52076090038096
12,482205979457374
67,69806328482238
86,81832436546662
149,70033563030952
132,0378927535513
53,49738868861212
82,01432495958534
18,739207516206836
181,04451666963047
52,560985325237084
71,05574753186524
81,51107888220793
56,23076871421208
60,71819364889622
86,81832436546662
55,830120973177586
31,057288725871658
56,12165845309218
181,7934493865878
133,6998986383189
145,4036109930408
67,69806328482238
30,10464071866096
171,409801230326
178,72377311546765
105,04442365942482
57,06119124734515
62,214172981568055
73,95690150929417
138,249532081669
111,0257750457834
12,482205979457374
80,28979849112773
77,55515581941427
86,5471279771561
73,95690150929417
52,06198104705771
21,481600627631206
4,259072463248045
122,35562727844383
48,58905502339941
0
130,47560607093718
67,88956068528512
45,671958643724736
195,99770029810597
50,98105108122159
12,482205979457374
86,5471279771561
23,03497245183078
55,830120973177586
57,89141860699375
158,22508897891956
109,62863224848748
13,34905907247453
93,06822070581387
46,660576259897596
26,93229977614952
16,831050604607437
177,4933660976939
41,44495552824618
47,78435851392612
119,96946686685803
104,75043284082331
217,17694689674607
128,97529305910686
250,16769531556585
16,96886252523113
67,15854881046444
26,653686511656275
80,1991627605514
47,78435851392612
163,64897698975747
52,46704483617948
39,55683108548166
43,87702027915353
58,16976417515494
62,61024251622898
91,8700750796917
80,74686649822988
208,23828087799097
55,830120973177586
12,482205979457374
146,98052572385885
29,10973811886243
4,259072463248045
98,2979877802717
8,402163049769277
82,01432495958534
16,405594607197767
17,418675252142158
61,541444271564174
57,497596486253485
100,00932733216331
156,3609931795343
80,14291889847216
134,3802586487462
83,3231083670832
173,97091935241116
41,018398043604215
168,00304129309743
160,30858960646682
4,259072463248045
12,821477985878774
38,90546760035653
68,69210542386325
67,52995704883158
16,66545754959256
24,179839823721046
58,385750480141155
35,99805936975286
